time;lv Rx;lv Ry;lv Rz;lv Vx;lv Vy;lv Vz;sc Rx;sc Ry;sc Rz;sc Vx;sc Vy;sc Vz;rel dist;rel vel;stiff force
2.06;5730861.465184276;-932664.7127423041;3302790.964761316;-3450.9427734154133;2127.4437998288563;6588.799922998094;5730861.023951405;-932664.4398101033;3302791.8122367878;-3451.145895701707;2127.5694446234747;6589.190059752016;0.9936765612639914;0.4574406675894882;0.0
2.07;5730826.95537335;-932643.4382419437;3302856.8525397037;-3451.0194118251243;2127.4562721841558;6588.755754431889;5730826.512109255;-932643.164053295;3302857.703916543;-3451.222534105422;2127.5819169751026;6589.1458911744985;0.9982509679442007;0.4574406542705037;0.0
2.08;5730792.444796041;-932622.1636168613;3302922.7398764016;-3451.0960497733126;2127.468744254948;6588.711584984581;5730791.9995007245;-932621.8881717647;3302923.595154608;-3451.299172047586;2127.594389042206;6589.101721715828;1.0028253738456927;0.4574406408910172;0.0
2.09;5730757.933452356;-932600.8888670596;3302988.6267714007;-3451.1726872599684;2127.481216041231;6588.667414656179;5730757.486125817;-932600.6121655152;3302989.4859509743;-3451.3758095281896;2127.6068608247842;6589.05755137601;1.0073997800967784;0.4574406274504259;0.0
2.1;5730723.421342297;-932579.6139925414;3303054.513224692;-3451.2493242850805;2127.493687543004;6588.623243446687;5730722.971984535;-932579.3360345492;3303055.3763056328;-3451.452446547222;2127.6193323228345;6589.013380155051;1.01197418637984;0.4574406139476564;0.0
2.11;5730688.908465872;-932558.3389933096;3303120.3992362665;-3451.325960848639;2127.506158760265;6588.579071356111;5730688.457076887;-932558.0597788696;3303121.2662185747;-3451.5290831046727;2127.6318035363556;6588.969208052956;1.0165485930280733;0.45744060038438494;0.0
2.12;5730654.394823082;-932537.0638693672;3303186.284806116;-3451.4025969506342;2127.518629693012;6588.534898384458;5730653.941402875;-932536.7833984795;3303187.155689791;-3451.6057192005314;2127.6442744653464;6588.925035069732;1.0211229984684662;0.45744058675968174;0.0
2.13;5730619.880413934;-932515.7886207168;3303252.1699342313;-3451.479232591055;2127.531100341243;6588.490724531733;5730619.424962505;-932515.5068933812;3303253.044719273;-3451.682354834788;2127.6567451098044;6588.8808612053845;1.0256974043060068;0.4574405730738259;0.0
2.14;5730585.365238432;-932494.5132473613;3303318.0546206036;-3451.5558677698905;2127.543570704957;6588.446549797942;5730584.90775578;-932494.2302635781;3303318.933307012;-3451.758990007432;2127.6692154697284;6588.836686459919;1.0302718101279689;0.45744055932701927;0.0
2.15;5730550.84929658;-932473.2377493036;3303383.9388652244;-3451.6325024871317;2127.556040784152;6588.402374183091;5730550.389782705;-932472.9535090729;3303384.8214529995;-3451.8356247184533;2127.681685545116;6588.792510833342;1.0348462159179554;0.45744054551840624;0.0
2.16;5730516.332588383;-932451.9621265465;3303449.8226680844;-3451.7091367427674;2127.5685105788266;6588.358197687186;5730515.871043287;-932451.6766298682;3303450.7091572257;-3451.912258967842;2127.6941553359666;6588.74833432566;1.0394206205156795;0.457440531649743;0.0
2.17;5730481.815113846;-932430.686379093;3303515.7060291753;-3451.785770536788;2127.580980088979;6588.314020310233;5730481.3515375275;-932430.399625967;3303516.5964196827;-3451.988892755586;2127.706624842278;6588.704156936878;1.043995025940494;0.45744051771874755;0.0
2.18;5730447.296872974;-932409.4105069458;3303581.588948488;-3451.862403869182;2127.5934493146074;6588.269842052238;5730446.831265434;-932409.1224973723;3303582.483240362;-3452.0655260816766;2127.7190940640485;6588.659978667002;1.0485694313169354;0.4574405037272501;0.0
2.19;5730412.777865771;-932388.1345101077;3303647.4714260134;-3451.9390367399396;2127.6059182557096;6588.225662913208;5730412.310227008;-932387.8452440867;3303648.369619253;-3452.142158946103;2127.7315630012763;6588.615799516039;1.053143836312626;0.45744048967472484;0.0
2.2;5730378.258092241;-932366.8583885815;3303713.353461743;-3452.015669149051;2127.618386912285;6588.181482893147;5730377.788422256;-932366.5678661133;3303714.255556349;-3452.2187913488547;2127.7440316539596;6588.571619483994;1.057718241625116;0.45744047556059514;0.0
2.21;5730343.7375523895;-932345.5821423704;3303779.2350556683;-3452.0923010965057;2127.630855284331;6588.137301992063;5730343.265851183;-932345.2903634546;3303780.14105164;-3452.2954232899215;2127.756500022097;6588.5274385708735;1.0622926453965686;0.4574404613852357;0.0
2.22;5730309.21624622;-932324.3057714768;3303845.11620778;-3452.1689325822927;2127.6433233718467;6588.09312020996;5730308.742513792;-932324.0127361137;3303846.0261051175;-3452.372054769293;2127.7689681056872;6588.4832567766825;1.0668670503119109;0.45744044714872356;0.0
2.23;5730274.694173739;-932303.0292759038;3303910.9969180697;-3452.245563606402;2127.65579117483;6588.048937546845;5730274.218410089;-932302.7349840935;3303911.9107167725;-3452.448685786959;2127.7814359047275;6588.439074101429;1.0714414544329574;0.4574404328515845;0.0
2.24;5730240.17133495;-932281.7526556543;3303976.877186528;-3452.3221941688234;2127.668258693279;6588.0047540027235;5730239.693540078;-932281.4571073966;3303977.7948865965;-3452.5253163429084;2127.7939034192173;6588.394890545116;1.0760158589831272;0.4574404184931387;0.0
2.25;5730205.647729858;-932260.475910731;3304042.7570131468;-3452.398824269547;2127.6807259271923;6587.960569577603;5730205.167903763;-932260.1791060261;3304043.6786145805;-3452.601946437132;2127.8063706491544;6588.350706107753;1.0805902630721977;0.45744040407341535;0.0
2.2600000000000002;5730171.123358466;-932239.1990411367;3304108.6363979164;-3452.475453908561;2127.6931928765684;6587.916384271487;5730170.64150115;-932238.9009799846;3304109.561900716;-3452.678576069619;2127.8188375945365;6588.306520789342;1.0851646671448711;0.4574403895922894;0.0
2.27;5730136.5982207805;-932217.9220468744;3304174.5153408293;-3452.552083085857;2127.705659541405;6587.872198084383;5730136.114332244;-932217.6227292751;3304175.4447449935;-3452.755205240359;2127.831304255363;6588.262334589892;1.089739070423249;0.4574403750500586;0.0
2.2800000000000002;5730102.072316806;-932196.6449279469;3304240.3938418753;-3452.628711801423;2127.7181259217014;6587.828011016297;5730101.586397047;-932196.3443539004;3304241.3271474047;-3452.8318339493417;2127.8437706316317;6588.218147509408;1.0943134745123198;0.4574403604464253;0.0
2.29;5730067.545646546;-932175.3676843569;3304306.2719010464;-3452.7053400552495;2127.730592017455;6587.783823067234;5730067.057695566;-932175.0658538634;3304307.2091079406;-3452.9084621965562;2127.856236723341;6588.173959547896;1.0988878781722669;0.457440345782136;0.0
2.3000000000000003;5730033.018210007;-932154.0903161075;3304372.149518334;-3452.781967847326;2127.7430578286644;6587.739634237201;5730032.528227804;-932153.787229167;3304373.0906265927;-3452.9850899819935;2127.8687025304894;6588.129770705362;1.103462281832214;0.457440331056771;0.0
2.31;5729998.490007191;-932132.8128232013;3304438.0266937283;-3452.858595177642;2127.7555233553276;6587.695444526204;5729997.997993768;-932132.5084798137;3304438.971703352;-3453.0617173056417;2127.881168053075;6588.085580981811;1.1080366846650709;0.4574403162699744;0.0
2.32;5729963.961038104;-932111.5352056413;3304503.9034272213;-3452.935222046188;2127.767988597444;6587.651253934248;5729963.46699346;-932111.2296058068;3304504.8523382093;-3453.1383441674916;2127.893633291096;6588.0413903772505;1.1126110874823494;0.45744030142112446;0.0
2.33;5729929.431302751;-932090.2574634303;3304569.779718804;-3453.0118484529526;2127.780453555011;6587.607062461339;5729928.935226886;-932089.9506071489;3304570.7325311564;-3453.2149705675324;2127.906098244551;6587.997198891686;1.1171854906811973;0.4574402865123463;0.0
2.34;5729894.900801137;-932068.9795965712;3304635.6555684675;-3453.0884743979254;2127.792918228027;6587.562870107485;5729894.40269405;-932068.6714838429;3304636.6122821844;-3453.291596505754;2127.918562913438;6587.953006525123;1.1217598938956237;0.4574402715419666;0.0
2.35;5729860.369533265;-932047.7016050667;3304701.5309762033;-3453.165099881097;2127.80538261649;6587.518676872689;5729859.869394957;-932047.3922358915;3304702.491591284;-3453.3682219821458;2127.9310272977555;6587.908813277568;1.1263342962837786;0.45744025651068104;0.0
2.36;5729825.837499141;-932026.4234889197;3304767.405942002;-3453.2417249024566;2127.8178467203993;6587.474482756958;5729825.335329612;-932026.1128632978;3304768.370458447;-3453.4448469966974;2127.943491397502;6587.864619149026;1.1309086990690813;0.45744024141804085;0.0
2.37;5729791.304698769;-932005.1452481332;3304833.2804658553;-3453.318349461994;2127.8303105397526;6587.4302877602995;5729790.800498019;-932004.8333660646;3304834.248883664;-3453.5214715493985;2127.9559552126752;6587.820424139504;1.1354831014252607;0.45744022626392117;0.0
2.38;5729756.771132153;-931983.8668827099;3304899.154547754;-3453.394973559698;2127.8427740745483;6587.386091882718;5729756.264900182;-931983.5537441946;3304900.1268669264;-3453.598095640239;2127.9684187432745;6587.776228249008;1.1400575033842921;0.45744021104975124;0.0
2.39;5729722.236799299;-931962.5883926527;3304965.02818769;-3453.4715971955593;2127.8552373247844;6587.341895124219;5729721.728536108;-931962.2739976906;3304966.004408226;-3453.6747192692083;2127.980881989297;6587.732031477543;1.144631905326926;0.45744019577312417;0.0
2.4;5729687.701700211;-931941.3097779644;3305030.9013856538;-3453.5482203695674;2127.86770029046;6587.297697484811;5729687.191405799;-931940.9941265557;3305031.881507553;-3453.7513424362965;2127.9933449507416;6587.687833825116;1.1492063068404366;0.45744018043521945;0.0
2.41;5729653.1658348935;-931920.0310386479;3305096.7741416367;-3453.624843081712;2127.8801629715726;6587.253498964496;5729652.653509261;-931919.7141307927;3305097.7581648994;-3453.8279651414923;2128.005807627607;6587.643635291733;1.1537807087674923;0.4574401650366588;0.0
2.42;5729618.62920335;-931898.7521747058;3305162.64645563;-3453.701465331982;2127.892625368121;6587.209299563284;5729618.114846498;-931898.4340104042;3305163.6343802563;-3453.9045873847867;2128.0182700198907;6587.599435877399;1.1583551102490273;0.4574401495770224;0.0
2.43;5729584.091805588;-931877.4731861415;3305228.518327625;-3453.778087120368;2127.9050874801032;6587.165099281177;5729583.575417515;-931877.1537653932;3305229.510153614;-3453.9812091661684;2128.030732127592;6587.55523558212;1.162929511778935;0.45744013405673;0.0
2.44;5729549.55364161;-931856.1940729573;3305294.3897576127;-3453.854708446859;2127.917549307518;6587.120898118185;5729549.035222316;-931855.8733957625;3305295.385484965;-3454.057830485627;2128.043193950708;6587.511034405903;1.1675039132604699;0.4574401184742594;0.0
2.45;5729515.014711421;-931834.9148351562;3305360.2607455845;-3453.931329311445;2127.9300108503635;6587.076696074311;5729514.494260906;-931834.5929015151;3305361.2603742993;-3454.1344513431527;2128.0556554892382;6587.466832348753;1.1720783143292783;0.4574401028313348;0.0
2.46;5729480.475015026;-931813.6354727412;3305426.1312915315;-3454.007949714116;2127.942472108638;6587.0324931495625;5729479.952533291;-931813.3122826536;3305427.1348216087;-3454.211071738735;2128.06811674318;6587.422629410677;1.1766527150165176;0.4574400871268057;0.0
2.47;5729445.934552428;-931792.355985715;3305492.0013954444;-3454.084569654861;2127.9549330823393;6586.988289343945;5729445.410039473;-931792.0315391811;3305493.0088268844;-3454.2876916723635;2128.0805777125324;6587.378425591679;1.1812271160689287;0.457440071360598;0.0
2.48;5729411.393323634;-931771.0763740805;3305557.8710573153;-3454.1611891336697;2127.9673937714665;6586.944084657464;5729410.866779459;-931770.7506711003;3305558.8823901177;-3454.364311144028;2128.093038397293;6587.3342208917675;1.1858015166922167;0.4574400555343372;0.0
2.49;5729376.851328647;-931749.7966378406;3305623.740277135;-3454.237808150532;2127.9798541760174;6586.899879090126;5729376.3227532515;-931749.4696784142;3305624.7555112997;-3454.4409301537175;2128.105498797461;6587.290015310947;1.1903759173155044;0.4574400396468467;0.0
2.5;5729342.308567472;-931728.516776998;3305689.609054894;-3454.314426705438;2127.9923142959906;6586.855672641937;5729341.777960857;-931728.1885611254;3305690.628190421;-3454.5175487014226;2128.1179589130343;6587.245808849223;1.1949503170961233;0.4574400236971009;0.0
2.5100000000000002;5729307.7650401145;-931707.2367915555;3305755.4773905845;-3454.3910447983767;2128.0047741313847;6586.811465312903;5729307.232402279;-931706.9073192369;3305756.5004274733;-3454.5941667871325;2128.130418744011;6587.201601506603;1.1995247177038328;0.4574400076868532;0.0
2.52;5729273.220746578;-931685.9566815163;3305821.3452841975;-3454.467662429338;2128.017233682197;6586.76725710303;5729272.686077523;-931685.6259527515;3305822.3722224482;-3454.670784410837;2128.1428782903895;6587.157393283092;1.204099117484452;0.45743999161537574;0.0
2.5300000000000002;5729238.675686867;-931664.6764468829;3305887.2127357237;-3454.5442795983117;2128.029692948427;6586.723048012323;5729238.138986592;-931664.344461672;3305888.2435753364;-3454.747401572525;2128.1553375521685;6587.113184178696;1.208673517678616;0.4574399754837682;0.0
2.54;5729204.129860987;-931643.3960876582;3305953.079745155;-3454.620896305287;2128.042151930072;6586.678838040789;5729203.591129493;-931643.0628460014;3305954.114486129;-3454.8240182721875;2128.167796529346;6587.068974193421;1.2132479170301116;0.45743995928978337;0.0
2.5500000000000003;5729169.583268942;-931622.1156038452;3306018.9463124815;-3454.697512550254;2128.0546106271313;6586.634627188433;5729169.042506229;-931621.7811057424;3306019.984954817;-3454.9006345098132;2128.18025522192;6587.024763327273;1.2178223163496313;0.45743994303476787;0.0
2.56;5729135.035910738;-931600.8349954466;3306084.8124376955;-3454.7741283332025;2128.0670690396028;6586.590415455263;5729134.493116804;-931600.499240898;3306085.8549813926;-3454.977250285392;2128.1927136298896;6586.980551580258;1.2223967160826963;0.4574399267183977;0.0
2.57;5729100.487786378;-931579.5542624653;3306150.6781207877;-3454.8507436541213;2128.0795271674847;6586.546202841282;5729099.942961224;-931579.2172514708;3306151.724565846;-3455.0538655989135;2128.2051717532527;6586.936338952382;1.2269711154186134;0.4574399103416505;0.0
2.58;5729065.938895866;-931558.2734049043;3306216.5433617495;-3454.9273585130013;2128.091985010775;6586.501989346499;5729065.392039494;-931557.9351374637;3306217.5937081687;-3455.130480450368;2128.2176295920076;6586.892125443652;1.2315455143729612;0.45743989390367357;0.0
2.59;5729031.389239209;-931536.9924227662;3306282.408160572;-3455.003972909831;2128.1044425694727;6586.457774970918;5729030.840351617;-931536.6528988798;3306283.4624083517;-3455.207094839744;2128.2300871461525;6586.847911054072;1.2361199128662095;0.4574398774040922;0.0
2.6;5728996.83881641;-931515.7113160538;3306348.272517246;-3455.080586844601;2128.1168998435755;6586.413559714545;5728996.287897599;-931515.3705357218;3306349.3306663865;-3455.283708767032;2128.2425444156856;6586.803695783648;1.2406943113274824;0.45743986084315613;0.0
2.61;5728962.2876274735;-931494.4300847702;3306414.136431763;-3455.1572003173005;2128.1293568330825;6586.369343577388;5728961.734677443;-931494.0880479924;3306415.1984822643;-3455.3603222322213;2128.2550014006056;6586.759479632388;1.2452687102178785;0.4574398442207405;0.0
2.62;5728927.735672405;-931473.148728918;3306479.9999041148;-3455.233813327919;2128.1418135379913;6586.32512655945;5728927.180691156;-931472.8054356948;3306481.065855976;-3455.436935235302;2128.267458100911;6586.715262600297;1.2498431082500276;0.4574398275380728;0.0
2.63;5728893.182951208;-931451.8672485003;3306545.8629342914;-3455.310425876447;2128.1542699583006;6586.2809086607385;5728892.625938741;-931451.5226988314;3306546.9327875134;-3455.5135477762633;2128.2799145165995;6586.67104468738;1.2544175062977554;0.4574398107937236;0.0
2.64;5728858.629463889;-931430.5856435199;3306611.725522285;-3455.387037962873;2128.1667260940085;6586.23668988126;5728858.070420202;-931430.2398374054;3306612.799276867;-3455.590159855095;2128.29237064767;6586.626825893644;1.2589919043299045;0.45743979398822165;0.0
2.65;5728824.075210451;-931409.3039139794;3306677.587668086;-3455.4636495871873;2128.179181945113;6586.192470221019;5728823.514135544;-931408.9568514194;3306678.6653240286;-3455.6667714717864;2128.3048264941203;6586.582606219095;1.2635663031727467;0.4574397771219388;0.0
2.66;5728789.520190898;-931388.022059882;3306743.449371686;-3455.5402607493793;2128.1916375116134;6586.148249680023;5728788.957084774;-931387.6737408765;3306744.5309289885;-3455.743382626328;2128.3172820559494;6586.538385663739;1.268140699948682;0.4574397601947052;0.0
2.67;5728754.964405238;-931366.7400812302;3306809.310633077;-3455.6168714494393;2128.2040927935072;6586.104028258277;5728754.399267893;-931366.3905057793;3306810.3960917387;-3455.819993318709;2128.3297373331548;6586.494164227581;1.2727150979652526;0.4574397432048125;0.0
2.68;5728720.407853471;-931345.457978027;3306875.1714522485;-3455.6934816873563;2128.2165477907934;6586.059805955787;5728719.840684908;-931345.1071461308;3306876.26081227;-3455.896603548919;2128.342192325735;6586.449941910628;1.2772894951547331;0.45743972615519357;0.0
2.69;5728685.850535605;-931324.1757502753;3306941.031829193;-3455.77009146312;2128.2290025034695;6586.01558277256;5728685.281335824;-931323.8236619337;3306942.125090574;-3455.9732133169473;2128.354647033689;6586.405718712886;1.2818638923122379;0.4574397090435692;0.0
2.7;5728651.292451643;-931302.8933979779;3307006.891763901;-3455.846700776721;2128.2414569315342;6585.971358708601;5728650.721220644;-931302.540053191;3307007.9889266416;-3456.0498226227846;2128.3671014570145;6586.36149463436;1.2864382894697428;0.4574396918712409;0.0
2.71;5728616.733601592;-931281.6109211376;3307072.751256364;-3455.9233096281473;2128.253911074986;6585.927133763916;5728616.160339373;-931281.2563199055;3307073.852320464;-3456.1264314664195;2128.37955559571;6586.317269675056;1.2910126866116691;0.457439674637558;0.0
2.72;5728582.173985452;-931260.3283197574;3307138.6103065736;-3455.99991801739;2128.266364933823;6585.8829079385105;5728581.598692017;-931259.9724620801;3307139.715272032;-3456.2030398478423;2128.392009449774;6586.273043834981;1.2955870825293574;0.4574396573425205;0.0
2.73;5728547.613603232;-931239.04559384;3307204.46891452;-3456.076525944438;2128.278818508043;6585.838681232391;5728547.0362785775;-931238.6884797175;3307205.5777813373;-3456.2796477670427;2128.404463019204;6586.228817114141;1.300161479274136;0.45743963998775666;0.0
2.74;5728513.052454935;-931217.7627433882;3307270.327080195;-3456.153133409281;2128.2912717976455;6585.794453645564;5728512.473099062;-931217.4043728206;3307271.4398483713;-3456.3562552240096;2128.416916303999;6586.184589512541;1.3047358759705414;0.45743962256988496;0.0
2.75;5728478.490540566;-931196.4797684049;3307336.1848035897;-3456.229740411909;2128.303724802628;6585.750225178035;5728477.9091534745;-931196.1201413923;3307337.301473125;-3456.4328622187336;2128.4293693041577;6586.140361030187;1.3093102722378236;0.4574396050916361;0.0
2.7600000000000002;5728443.927860129;-931175.1966688931;3307402.042084696;-3456.3063469523117;2128.316177522989;6585.70599582981;5728443.34444182;-931174.8357854355;3307403.162655589;-3456.5094687512037;2128.441822019678;6586.0961316670855;1.3138846677263882;0.45743958755260644;0.0
2.77;5728409.364413628;-931153.9134448554;3307467.8989235037;-3456.382953030479;2128.3286299587276;6585.661765600895;5728408.778964101;-931153.5513049529;3307469.0233957553;-3456.58607482141;2128.454274450558;6586.051901423242;1.3184590635645468;0.45743956995119667;0.0
2.7800000000000002;5728374.80020107;-931132.6300962948;3307533.7553200047;-3456.4595586463993;2128.3410821098405;6585.617534491295;5728374.212720325;-931132.2666999474;3307534.8836936145;-3456.662680429342;2128.466726596796;6586.007670298664;1.3230334590211357;0.4574395522903104;0.0
2.79;5728340.235222457;-931111.3466232142;3307599.6112741902;-3456.5361638000636;2128.353533976327;6585.573302501019;5728339.645710494;-931110.9819704219;3307600.7435491583;-3456.7392855749895;2128.479178458391;6585.9634382933555;1.3276078548912698;0.4574395345665181;0.0
2.8000000000000003;5728305.669477795;-931090.0630256162;3307665.4667860516;-3456.6127684914613;2128.365985558186;6585.529069630069;5728305.077934615;-931089.6971163792;3307666.6029623775;-3456.8158902583414;2128.49163003534;6585.919205407324;1.3321822498867595;0.4574395167822689;0.0
2.81;5728271.102967088;-931068.7793035039;3307731.32185558;-3456.6893727205816;2128.3784368554143;6585.484835878453;5728270.509392691;-931068.4121378221;3307732.4619332636;-3456.8924944793885;2128.504081327643;6585.874971640575;1.3367566448822494;0.4574394989379695;0.0
2.82;5728236.535690342;-931047.4954568801;3307797.1764827664;-3456.7659764874143;2128.3908878680113;6585.440601246177;5728235.940084727;-931047.1270347536;3307798.3204618073;-3456.96909823812;2128.516532335297;6585.830736993113;1.3413310398941365;0.4574394810315397;0.0
2.83;5728201.96764756;-931026.2114857475;3307863.030667602;-3456.8425797919494;2128.403338595975;6585.396365733247;5728201.370010728;-931025.8418071764;3307864.1785480003;-3457.045701534525;2128.528983058301;6585.786501464945;1.3459054340469574;0.4574394630634285;0.0
2.84;5728167.398838748;-931004.9273901092;3307928.884410078;-3456.919182634176;2128.4157890393044;6585.352129339668;5728166.799170698;-931004.5564550934;3307930.0361918337;-3457.1223043685936;2128.541433496653;6585.742265056078;1.350479829026869;0.457439445035389;0.0
2.85;5728132.829263909;-930983.6431699677;3307994.737710186;-3456.9957850140845;2128.4282391979964;6585.307892065447;5728132.227564642;-930983.2709785075;3307995.8933932986;-3457.198906740316;2128.5538836503515;6585.698027766517;1.3550542231477143;0.4574394269455461;0.0
2.86;5728098.258923049;-930962.3588253261;3308060.5905679166;-3457.0723869316644;2128.4406890720506;6585.263653910591;5728097.655192564;-930961.9853774214;3308061.7501523863;-3457.275508649681;2128.566333519395;6585.653789596268;1.359628617698502;0.45743940879381983;0.0
2.87;5728063.687816172;-930941.0743561873;3308126.4429832613;-3457.148988386905;2128.453138661465;6585.219414875102;5728063.082054471;-930940.6996518379;3308127.606469088;-3457.3521100966786;2128.5787831037815;6585.609550545337;1.3642030114541752;0.45743939058171645;0.0
2.88;5728029.115943283;-930919.7897625539;3308192.294956211;-3457.2255893797956;2128.4655879662373;6585.17517495899;5728028.508150364;-930919.4138017602;3308193.4623433943;-3457.428711081299;2128.591232403509;6585.56531061373;1.3687774055594422;0.4574393723083355;0.0
2.89;5727994.543304386;-930898.5050444289;3308258.1464867573;-3457.302189910327;2128.4780369863665;6585.13093416226;5727993.933480251;-930898.1278271909;3308259.317775297;-3457.5053116035306;2128.6036814185763;6585.521069801453;1.3733517988220405;0.4574393539739716;0.0
2.9;5727959.969899486;-930877.220201815;3308323.9975748914;-3457.378789978488;2128.4904857218507;6585.086692484917;5727959.3580441335;-930876.8417281328;3308325.172764787;-3457.5819116633643;2128.616130148982;6585.476828108513;1.377926192101036;0.4574393355784551;0.0
2.91;5727925.395728588;-930855.9352347153;3308389.848220604;-3457.4553895842682;2128.5029341726886;6585.0424499269675;5727924.7818420185;-930855.5555045889;3308391.027311856;-3457.658511260789;2128.628578594724;6585.432585534913;1.3825005857771795;0.457439317121459;0.0
2.92;5727890.820791696;-930834.6501431325;3308455.698423887;-3457.5319887276582;2128.5153823388778;6584.998206488418;5727890.20487391;-930834.2691565618;3308456.881416495;-3457.735110395795;2128.6410267558003;6585.388342080662;1.38707497864263;0.4574392986029064;0.0
2.93;5727856.245088815;-930813.3649270695;3308521.548184731;-3457.6085874086466;2128.527830220417;6584.953962169274;5727855.627139812;-930812.9826840546;3308522.7350786948;-3457.8117090683713;2128.65347463221;6585.344097745765;1.3916493714761047;0.457439280023201;0.0
2.94;5727821.668619949;-930792.079586529;3308587.3975031273;-3457.6851856272237;2128.5402778173043;6584.909716969541;5727821.04863973;-930791.6960870702;3308588.588298447;-3457.8883072785084;2128.665922223951;6585.299852530227;1.3962237646911488;0.45743926138291674;0.0
2.95;5727787.091385104;-930770.7941215141;3308653.2463790677;-3457.761783383379;2128.5527251295384;6584.8654708892245;5727786.469373669;-930770.4093656112;3308654.4410757422;-3457.964905026195;2128.6783695310214;6585.255606434056;1.4007981562848069;0.45743924268172653;0.0
2.96;5727752.5133842835;-930749.5085320275;3308719.094812542;-3457.838380677102;2128.5651721571176;6584.821223928332;5727751.889341631;-930749.1225196805;3308720.2934105727;-3458.041502311421;2128.69081655342;6585.211359457257;1.4053725494998512;0.4574392239191818;0.0
2.97;5727717.934617492;-930728.222818072;3308784.942803543;-3457.914977508383;2128.57761890004;6584.776976086869;5727717.308543623;-930727.835549281;3308786.1453029285;-3458.1180991341766;2128.703263291145;6585.167111599834;1.4099469415070545;0.45743920509528235;0.0
2.98;5727683.355084735;-930706.9369796504;3308850.790352061;-3457.991573877211;2128.590065358304;6584.732727364842;5727682.72697965;-930706.5484544156;3308851.996752802;-3458.194695494451;2128.7157097441946;6585.122862861796;1.4145213338474543;0.4574391862097014;0.0
2.99;5727648.774786016;-930685.6510167657;3308916.6374580874;-3458.0681697835757;2128.6025115319076;6584.6884777622545;5727648.144649715;-930685.2612350871;3308917.847760183;-3458.271291392234;2128.7281559125668;6585.078613243148;1.4190957250119889;0.4574391672637435;0.0
3.0;5727614.193721341;-930664.3649294208;3308982.484121613;-3458.144765227467;2128.61495742085;6584.6442272791155;5727613.561553824;-930663.9738912983;3308983.6983250636;-3458.347886827515;2128.7406017962603;6585.034362743895;1.423670116955241;0.45743914825610404;0.0
3.0100000000000002;5727579.611890713;-930643.0787176182;3309048.33034263;-3458.221360208874;2128.6274030251284;6584.599975915429;5727578.97769198;-930642.6864230521;3309049.548447435;-3458.4244818002844;2128.7530473952734;6584.9901113640435;1.4282445080558241;0.45743912918731194;0.0
3.02;5727545.029294138;-930621.7923813611;3309114.1761211287;-3458.2979547277873;2128.639848344742;6584.555723671202;5727544.393064189;-930621.3988303513;3309115.398127288;-3458.501076310531;2128.7654927096046;6584.9458591036;1.4328188995699525;0.4574391100577389;0.0
3.0300000000000002;5727510.44593162;-930600.5059206523;3309180.0214571008;-3458.374548784196;2128.6522933796887;6584.51147054644;5727509.807670455;-930600.1111131989;3309181.247364614;-3458.577670358245;2128.7779377392517;6584.90160596257;1.4373932902414122;0.4574390908666863;0.0
3.04;5727475.861803164;-930579.2193354946;3309245.8663505367;-3458.45114237809;2128.6647381299667;6584.467216541149;5727475.221510784;-930578.8232715975;3309247.096159404;-3458.654263943416;2128.7903824842133;6584.85735194096;1.4419676809448476;0.4574390716150548;0.0
3.0500000000000003;5727441.276908774;-930557.9326258907;3309311.7108014286;-3458.527735509459;2128.677182595575;6584.422961655336;5727440.634585178;-930557.5353055501;3309312.9445116497;-3458.7308570660334;2128.802826944488;6584.813097038776;1.4465420712191595;0.45743905230186666;0.0
3.06;5727406.691248455;-930536.6457918435;3309377.554809767;-3458.6043281782922;2128.689626776511;6584.378705889005;5727406.046893644;-930536.2472150596;3309378.792421342;-3458.8074497260873;2128.8152711200737;6584.768841256022;1.4511164618266676;0.4574390329274009;0.0
3.0700000000000003;5727372.104822212;-930515.3588333561;3309443.3983755433;-3458.68092038458;2128.702070672774;6584.334449242164;5727371.4584361855;-930514.9590001287;3309444.639888472;-3458.8840419235667;2128.8277150109693;6584.724584592706;1.455690852069004;0.4574390134911767;0.0
3.08;5727337.517630049;-930494.0717504311;3309509.241498749;-3458.757512128311;2128.714514284361;6584.2901917148165;5727336.869212807;-930493.6706607603;3309510.486913031;-3458.9606336584616;2128.840158617172;6584.680327048834;1.46026524231134;0.45743899399535104;0.0
3.09;5727302.929671971;-930472.7845430713;3309575.084179375;-3458.834103409476;2128.7269576112717;6584.245933306971;5727302.279223514;-930472.3821969572;3309576.33349501;-3459.037224930762;2128.8526019386813;6584.636068624412;1.464839632092577;0.4574389744372702;0.0
3.1;5727268.340947982;-930451.4972112798;3309640.9264174122;-3458.910694228064;2128.7394006535037;6584.201674018633;5727267.68846831;-930451.0936087224;3309642.1796344006;-3459.113815740457;2128.865044975495;6584.591809319444;1.4694140214922444;0.45743895481763286;0.0
3.11;5727233.751458088;-930430.2097550592;3309706.768212852;-3458.9872845840655;2128.7518434110557;6584.157413849806;5727233.096947201;-930429.8048960587;3309708.0253311936;-3459.190406087537;2128.8774877276114;6584.547549133938;1.4739884112415056;0.4574389351380672;0.0
3.12;5727199.161202292;-930408.9221744125;3309772.609565686;-3459.0638744774687;2128.7642858839254;6584.1131528005;5727198.504660189;-930408.5160589688;3309773.87058538;-3459.266995971991;2128.889930195029;6584.503288067899;1.4785628006255949;0.45743891539572057;0.0
